"date","year","month","season","zone","landing"
2006-01-01,2006,1,2,"S",45.07
2006-01-01,2006,1,2,"S",32.74
2006-01-01,2006,1,2,"S",86.52
2006-01-01,2006,1,2,"S",151.82
2006-01-01,2006,1,2,"S",9.69
2006-01-01,2006,1,2,"S",21.84
2006-01-01,2006,1,2,"S",33.44
2006-01-01,2006,1,2,"S",7.71
2006-01-01,2006,1,2,"S",40.48
2006-01-01,2006,1,2,"S",335.73
2006-01-01,2006,1,2,"S",275.94
2006-01-01,2006,1,2,"S",767.21
2006-01-01,2006,1,2,"S",190.25
2006-01-01,2006,1,2,"S",125.39
2006-01-01,2006,1,2,"S",294.36
2006-01-01,2006,1,2,"S",40.76
2006-01-01,2006,1,2,"S",500.58
2006-01-01,2006,1,2,"S",176.94
2006-01-01,2006,1,2,"S",247.58
2006-01-01,2006,1,2,"S",74.58
2006-01-01,2006,1,2,"S",15.99
2006-01-01,2006,1,2,"S",153.65
2006-01-01,2006,1,2,"S",12.11
2006-01-01,2006,1,2,"S",16.01
2006-01-01,2006,1,2,"S",226.94
2006-01-01,2006,1,2,"S",98.61
2006-01-01,2006,1,2,"S",255.99
2006-01-01,2006,1,2,"S",347.61
2006-01-01,2006,1,2,"S",405.31
2006-01-01,2006,1,2,"S",424.81
2006-01-01,2006,1,2,"S",225.49
2006-01-01,2006,1,2,"S",176.09
2006-01-01,2006,1,2,"S",100.41
2006-01-01,2006,1,2,"S",200.31
2006-01-01,2006,1,2,"S",230.57
2006-01-01,2006,1,2,"S",621.92
2006-01-01,2006,1,2,"S",318.25
2006-01-01,2006,1,2,"S",86.18
2006-01-01,2006,1,2,"S",115.43
2006-01-01,2006,1,2,"S",45.79
2006-01-01,2006,1,2,"S",356.77
2006-02-01,2006,2,1,"S",46.65
2006-02-01,2006,2,1,"S",274.51
2006-02-01,2006,2,1,"S",101.34
2006-02-01,2006,2,1,"S",3.81
2006-02-01,2006,2,1,"S",165.54
2006-02-01,2006,2,1,"S",130.72
2006-02-01,2006,2,1,"S",325.33
2006-02-01,2006,2,1,"S",19.1
2006-02-01,2006,2,1,"S",40.06
2006-02-01,2006,2,1,"S",89.48
2006-02-01,2006,2,1,"S",92.76
2006-02-01,2006,2,1,"S",531.71
2006-02-01,2006,2,1,"S",193.83
2006-02-01,2006,2,1,"S",6.18
2006-02-01,2006,2,1,"S",13.72
2006-02-01,2006,2,1,"S",347.69
2006-02-01,2006,2,1,"S",238.81
2006-02-01,2006,2,1,"S",14.39
2006-02-01,2006,2,1,"S",19.65
2006-02-01,2006,2,1,"S",52.35
2006-02-01,2006,2,1,"S",265.29
2006-02-01,2006,2,1,"S",93.89
2006-02-01,2006,2,1,"S",246.95
2006-02-01,2006,2,1,"S",11.4
2006-02-01,2006,2,1,"S",186.01
2006-02-01,2006,2,1,"S",206.28
2006-02-01,2006,2,1,"S",112.33
2006-02-01,2006,2,1,"S",137.65
2006-02-01,2006,2,1,"S",157.94
2006-02-01,2006,2,1,"S",255.94
2006-02-01,2006,2,1,"S",231.21
2006-02-01,2006,2,1,"S",287.54
2006-02-01,2006,2,1,"S",432.17
2006-02-01,2006,2,1,"S",408.36
2006-02-01,2006,2,1,"S",69
2006-02-01,2006,2,1,"S",180.1
2006-02-01,2006,2,1,"S",72.5
2006-02-01,2006,2,1,"S",226.95
2006-02-01,2006,2,1,"S",187.26
2006-02-01,2006,2,1,"S",7.35
2006-02-01,2006,2,1,"S",642.82
2006-02-01,2006,2,1,"S",114.56
2006-02-01,2006,2,1,"S",754.18
2006-02-01,2006,2,1,"S",119.91
2006-02-01,2006,2,1,"S",109.13
2006-02-01,2006,2,1,"S",216.52
2006-02-01,2006,2,1,"S",245.43
2006-02-01,2006,2,1,"S",26.43
2006-02-01,2006,2,1,"S",33.34
2006-02-01,2006,2,1,"S",39.83
2006-02-01,2006,2,1,"S",156.1
2006-02-01,2006,2,1,"S",37.05
2006-02-01,2006,2,1,"S",178.03
2006-02-01,2006,2,1,"S",120.38
2006-02-01,2006,2,1,"S",12.88
2006-02-01,2006,2,1,"S",267.1
2006-02-01,2006,2,1,"S",263.61
2006-02-01,2006,2,1,"S",187.07
2006-02-01,2006,2,1,"S",211.11
2006-02-01,2006,2,1,"S",148.95
2006-02-01,2006,2,1,"S",201.25
2006-02-01,2006,2,1,"S",67.89
2006-02-01,2006,2,1,"S",163.55
2006-02-01,2006,2,1,"S",38.53
2006-02-01,2006,2,1,"S",411.21
2006-02-01,2006,2,1,"S",193.78
2006-02-01,2006,2,1,"S",282.84
2006-02-01,2006,2,1,"S",202.31
2006-02-01,2006,2,1,"S",76.72
2006-02-01,2006,2,1,"S",110.31
2006-02-01,2006,2,1,"S",262.53
2006-02-01,2006,2,1,"S",362.24
2006-02-01,2006,2,1,"S",253.62
2006-02-01,2006,2,1,"S",344.52
2006-02-01,2006,2,1,"S",427.94
2006-02-01,2006,2,1,"S",184.05
2006-02-01,2006,2,1,"S",19.92
2006-02-01,2006,2,1,"S",253.65
2006-02-01,2006,2,1,"S",79.95
2006-02-01,2006,2,1,"S",66.08
2006-02-01,2006,2,1,"S",63.37
2006-02-01,2006,2,1,"S",128.61
2006-02-01,2006,2,1,"S",328.75
2006-02-01,2006,2,1,"S",177.06
2006-02-01,2006,2,1,"S",94.09
2006-02-01,2006,2,1,"S",38.89
2006-02-01,2006,2,1,"S",175.16
2006-02-01,2006,2,1,"S",97.01
2006-02-01,2006,2,1,"S",191.07
2006-02-01,2006,2,1,"S",261.67
2006-02-01,2006,2,1,"S",87.93
2006-02-01,2006,2,1,"S",141.7
2006-02-01,2006,2,1,"S",47.71
2006-02-01,2006,2,1,"S",16.51
2006-02-01,2006,2,1,"S",7.75
2006-02-01,2006,2,1,"S",50.49
2006-02-01,2006,2,1,"S",111.37
2006-02-01,2006,2,1,"S",49.78
2006-02-01,2006,2,1,"S",24.98
2006-02-01,2006,2,1,"S",63.06
2006-02-01,2006,2,1,"S",81.13
2006-02-01,2006,2,1,"S",97.01
2006-02-01,2006,2,1,"S",12.44
2006-02-01,2006,2,1,"S",154.5
2006-02-01,2006,2,1,"S",28.23
2006-02-01,2006,2,1,"S",211.17
2006-02-01,2006,2,1,"S",151.14
2006-02-01,2006,2,1,"S",171.63
2006-02-01,2006,2,1,"S",152.53
2006-02-01,2006,2,1,"S",96.67
2006-02-01,2006,2,1,"S",114.27
2006-02-01,2006,2,1,"S",17.01
2006-02-01,2006,2,1,"S",497
2006-02-01,2006,2,1,"S",21.2
2006-02-01,2006,2,1,"S",121.83
2006-02-01,2006,2,1,"S",175.93
2006-02-01,2006,2,1,"S",137.03
2006-02-01,2006,2,1,"S",316.47
2006-02-01,2006,2,1,"S",17.36
2006-02-01,2006,2,1,"S",1.85
2006-02-01,2006,2,1,"S",97.13
2006-02-01,2006,2,1,"S",158.49
2006-02-01,2006,2,1,"S",159.19
2006-02-01,2006,2,1,"S",80.64
2006-02-01,2006,2,1,"S",506.95
2006-02-01,2006,2,1,"S",44.7
2006-02-01,2006,2,1,"S",706.81
2006-02-01,2006,2,1,"S",194.67
2006-02-01,2006,2,1,"S",21.6
2006-02-01,2006,2,1,"S",167.84
2006-02-01,2006,2,1,"S",335.1
2006-02-01,2006,2,1,"S",456.33
2006-02-01,2006,2,1,"S",38.33
2006-02-01,2006,2,1,"S",254.4
2006-02-01,2006,2,1,"S",44.18
2006-02-01,2006,2,1,"S",291.54
2006-02-01,2006,2,1,"S",37.6
2006-02-01,2006,2,1,"S",25.59
2006-02-01,2006,2,1,"S",137.26
2006-02-01,2006,2,1,"S",255.35
2006-02-01,2006,2,1,"S",17.48
2006-02-01,2006,2,1,"S",218.54
2006-02-01,2006,2,1,"S",455.93
2006-02-01,2006,2,1,"S",245.27
2006-02-01,2006,2,1,"S",68.14
2006-02-01,2006,2,1,"S",44.82
2006-02-01,2006,2,1,"S",179.51
2006-02-01,2006,2,1,"S",42.31
2006-02-01,2006,2,1,"S",122.3
2006-02-01,2006,2,1,"S",637.09
2006-02-01,2006,2,1,"S",51.81
2006-02-01,2006,2,1,"S",164.02
2006-02-01,2006,2,1,"S",3.95
2006-02-01,2006,2,1,"S",161.04
2006-02-01,2006,2,1,"S",136.57
2006-02-01,2006,2,1,"S",298.69
2006-02-01,2006,2,1,"S",86.29
2006-02-01,2006,2,1,"S",33.21
2006-02-01,2006,2,1,"S",300.86
2006-02-01,2006,2,1,"S",228.41
2006-02-01,2006,2,1,"S",24.05
2006-02-01,2006,2,1,"S",220.41
2006-02-01,2006,2,1,"S",169.94
2006-02-01,2006,2,1,"S",28.03
2006-02-01,2006,2,1,"S",9.55
2006-02-01,2006,2,1,"S",68.4
2006-02-01,2006,2,1,"S",144
2006-02-01,2006,2,1,"S",39.4
2006-02-01,2006,2,1,"S",226.38
2006-02-01,2006,2,1,"S",65.3
2006-02-01,2006,2,1,"S",66.3
2006-02-01,2006,2,1,"S",82
2006-02-01,2006,2,1,"S",60.15
2006-02-01,2006,2,1,"S",165.86
2006-02-01,2006,2,1,"S",62.81
2006-02-01,2006,2,1,"S",29.5
2006-02-01,2006,2,1,"S",126.32
2006-02-01,2006,2,1,"S",54.29
2006-02-01,2006,2,1,"S",132.32
2006-02-01,2006,2,1,"S",66.3
2006-02-01,2006,2,1,"S",108.21
2006-02-01,2006,2,1,"S",46.25
2006-02-01,2006,2,1,"S",146.69
2006-02-01,2006,2,1,"S",221.95
2006-02-01,2006,2,1,"S",271.5
2006-02-01,2006,2,1,"S",283.03
2006-02-01,2006,2,1,"S",117.47
2006-02-01,2006,2,1,"S",149.03
2006-02-01,2006,2,1,"S",376.39
2006-02-01,2006,2,1,"S",366.06
2006-02-01,2006,2,1,"S",210.2
2006-02-01,2006,2,1,"S",337.32
2006-02-01,2006,2,1,"S",289.65
2006-02-01,2006,2,1,"S",171.41
2006-02-01,2006,2,1,"S",181.54
2006-02-01,2006,2,1,"S",188.11
2006-02-01,2006,2,1,"S",121.49
2006-02-01,2006,2,1,"S",284.01
2006-02-01,2006,2,1,"S",95.85
2006-02-01,2006,2,1,"S",3.83
2006-02-01,2006,2,1,"S",182.41
2006-02-01,2006,2,1,"S",113.43
2006-02-01,2006,2,1,"S",68.27
2006-02-01,2006,2,1,"S",165.99
2006-02-01,2006,2,1,"S",137.07
2006-02-01,2006,2,1,"S",136.75
2006-02-01,2006,2,1,"S",222.32
2006-02-01,2006,2,1,"S",106.1
2006-02-01,2006,2,1,"S",56.27
2006-02-01,2006,2,1,"S",12.18
2006-02-01,2006,2,1,"S",213.92
2006-02-01,2006,2,1,"S",235.57
2006-02-01,2006,2,1,"S",27.02
2006-02-01,2006,2,1,"S",200.46
2006-02-01,2006,2,1,"S",103.68
2006-02-01,2006,2,1,"S",6.66
2006-02-01,2006,2,1,"S",118.07
2006-02-01,2006,2,1,"S",37.86
2006-02-01,2006,2,1,"S",27.94
2006-02-01,2006,2,1,"S",31.14
2006-02-01,2006,2,1,"S",23.7
2006-02-01,2006,2,1,"S",158.75
2006-02-01,2006,2,1,"S",81.34
2006-02-01,2006,2,1,"S",80.94
2006-02-01,2006,2,1,"S",75.22
2006-02-01,2006,2,1,"S",59.37
2006-02-01,2006,2,1,"S",77.64
2006-02-01,2006,2,1,"S",112.9
2006-02-01,2006,2,1,"S",61.2
2006-02-01,2006,2,1,"S",350.11
2006-02-01,2006,2,1,"S",355.87
2006-02-01,2006,2,1,"S",376.64
2006-02-01,2006,2,1,"S",8.87
2006-02-01,2006,2,1,"S",9.66
2006-02-01,2006,2,1,"S",58.98
2006-02-01,2006,2,1,"S",53.59
2006-02-01,2006,2,1,"S",218.32
2006-02-01,2006,2,1,"S",112.55
2006-02-01,2006,2,1,"S",89.36
2006-02-01,2006,2,1,"S",161.23
2006-02-01,2006,2,1,"S",117.34
2006-02-01,2006,2,1,"S",153.25
2006-02-01,2006,2,1,"S",33.34
2006-02-01,2006,2,1,"S",30.07
2006-02-01,2006,2,1,"S",370.15
2006-02-01,2006,2,1,"S",34.39
2006-02-01,2006,2,1,"S",56.57
2006-02-01,2006,2,1,"S",16.41
2006-02-01,2006,2,1,"S",57.15
2006-02-01,2006,2,1,"S",298.68
2006-02-01,2006,2,1,"S",223.19
2006-02-01,2006,2,1,"S",43.77
2006-02-01,2006,2,1,"S",294.96
2006-02-01,2006,2,1,"S",44.26
2006-02-01,2006,2,1,"S",205.29
2006-03-01,2006,3,1,"CN",140.64
2006-03-01,2006,3,1,"CN",165.75
2006-03-01,2006,3,1,"CN",136.71
2006-03-01,2006,3,1,"CN",90.95
2006-03-01,2006,3,1,"CN",91.81
2006-03-01,2006,3,1,"CN",101.99
2006-03-01,2006,3,1,"CN",111.9
2006-03-01,2006,3,1,"CN",64.63
2006-03-01,2006,3,1,"CN",68.82
2006-03-01,2006,3,1,"CN",83.16
2006-03-01,2006,3,1,"CN",130.9
2006-03-01,2006,3,1,"CN",137.09
2006-03-01,2006,3,1,"CN",52.84
2006-03-01,2006,3,1,"CN",251.57
2006-03-01,2006,3,1,"CN",196.27
2006-03-01,2006,3,1,"CN",120.32
2006-03-01,2006,3,1,"CN",72.21
2006-03-01,2006,3,1,"CN",156.27
2006-03-01,2006,3,1,"CN",149.36
2006-03-01,2006,3,1,"CN",59.34
2006-03-01,2006,3,1,"CN",93.55
2006-03-01,2006,3,1,"CN",59.67
2006-03-01,2006,3,1,"CN",242.61
2006-03-01,2006,3,1,"CN",50
2006-03-01,2006,3,1,"CN",109.17
2006-03-01,2006,3,1,"CN",58.72
2006-03-01,2006,3,1,"CN",42.26
2006-03-01,2006,3,1,"CN",64.95
2006-03-01,2006,3,1,"CN",253.02
2006-03-01,2006,3,1,"CN",169.56
2006-03-01,2006,3,1,"CN",171.25
2006-03-01,2006,3,1,"CN",315.79
2006-03-01,2006,3,1,"CN",146.16
2006-03-01,2006,3,1,"CN",295.74
2006-03-01,2006,3,1,"CN",169.61
2006-03-01,2006,3,1,"CN",46.26
2006-03-01,2006,3,1,"CN",177.34
2006-03-01,2006,3,1,"CN",112.33
2006-03-01,2006,3,1,"CN",9.16
2006-03-01,2006,3,1,"CN",160.33
2006-03-01,2006,3,1,"CN",126.52
2006-03-01,2006,3,1,"CN",97.69
2006-03-01,2006,3,1,"CN",287.89
2006-03-01,2006,3,1,"CN",150.83
2006-03-01,2006,3,1,"CN",211.06
2006-03-01,2006,3,1,"CN",165.91
2006-03-01,2006,3,1,"CN",77.15
2006-03-01,2006,3,1,"CN",100.84
2006-03-01,2006,3,1,"CN",252.68
2006-03-01,2006,3,1,"CN",114.5
2006-03-01,2006,3,1,"CN",63.85
2006-03-01,2006,3,1,"CN",145.53
2006-03-01,2006,3,1,"CN",115.97
2006-03-01,2006,3,1,"CN",117.06
2006-03-01,2006,3,1,"CN",253.49
2006-03-01,2006,3,1,"CN",141.43
2006-03-01,2006,3,1,"CN",89.45
2006-03-01,2006,3,1,"CN",97.18
2006-03-01,2006,3,1,"CN",27.13
2006-03-01,2006,3,1,"CN",289.67
2006-03-01,2006,3,1,"CN",309.41
2006-03-01,2006,3,1,"CN",105.62
2006-03-01,2006,3,1,"CN",49.25
2006-03-01,2006,3,1,"CN",117.69
2006-03-01,2006,3,1,"CN",109.51
2006-03-01,2006,3,1,"CN",64.38
2006-03-01,2006,3,1,"CN",280.45
2006-03-01,2006,3,1,"CN",149.65
2006-03-01,2006,3,1,"CN",223.3
2006-03-01,2006,3,1,"CN",259.09
2006-03-01,2006,3,1,"CN",87.98
2006-03-01,2006,3,1,"CN",202.59
2006-03-01,2006,3,1,"CN",112.45
2006-03-01,2006,3,1,"CN",342.09
2006-03-01,2006,3,1,"CN",70.9
2006-03-01,2006,3,1,"CN",87.36
2006-03-01,2006,3,1,"CN",42.24
